what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1313414932052
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1313414932052
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1313414932052
started,bundle,org.eclipse.ui.navigator,3.5.100.I20110524-0800,"org.eclipse.ui.navigator",1313414932052
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1313414932053
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1313414932053
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1313414932053
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1313414932054
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1313414932054
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1313414932055
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1313414932055
started,bundle,org.eclipse.wst.jsdt.core,1.1.100.v201104272153,"org.eclipse.wst.jsdt.core",1313414932056
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1313414932056
started,bundle,org.eclipse.wst.jsdt.ui,1.1.100.v201105041953,"org.eclipse.wst.jsdt.ui",1313414932056
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1313414932056
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1313414932056
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1313414932057
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1313414932057
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1313414932057
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1313414932058
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1313414932058
os,sysinfo,,,"macosx",1313414932060
arch,sysinfo,,,"x86",1313414932060
ws,sysinfo,,,"cocoa",1313414932060
locale,sysinfo,,,"en_US",1313414932060
processors,sysinfo,,,"2",1313414932060
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1313414932060
java.runtime.version,sysinfo,,,"1.6.0_26-b03-384-10M3425",1313414932060
java.specification.name,sysinfo,,,"Java Platform API Specification",1313414932060
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1313414932060
java.specification.version,sysinfo,,,"1.6",1313414932060
java.vendor,sysinfo,,,"Apple Inc.",1313414932060
java.version,sysinfo,,,"1.6.0_26",1313414932060
java.vm.info,sysinfo,,,"mixed mode",1313414932060
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1313414932060
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1313414932060
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1313414932060
java.vm.specification.version,sysinfo,,,"1.0",1313414932060
java.vm.vendor,sysinfo,,,"Apple Inc.",1313414932060
java.vm.version,sysinfo,,,"20.1-b02-384",1313414932060
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1313414939486
activated,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1313414939491
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1313414941964
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1313414948816
started,bundle,org.python.pydev.core,2.2.1.2011071313,"org.python.pydev.core",1313414948986
started,bundle,com.python.pydev.analysis,2.2.1.2011071313,"com.python.pydev.analysis",1313414949000
started,bundle,org.python.pydev,2.2.1.2011071313,"org.python.pydev",1313414949000
started,bundle,org.python.pydev.parser,2.2.1.2011071313,"org.python.pydev.parser",1313414949040
started,bundle,org.python.pydev.red_core,2.2.1.2011071313,"org.python.pydev.red_core",1313414949049
started,bundle,com.python.pydev,2.2.1.2011071313,"com.python.pydev",1313414949062
started,bundle,com.python.pydev.refactoring,2.2.1.2011071313,"com.python.pydev.refactoring",1313414949073
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1313414949075
started,bundle,org.python.pydev.debug,2.2.1.2011071313,"org.python.pydev.debug",1313414949085
started,bundle,org.python.pydev.django,2.2.1.2011071313,"org.python.pydev.django",1313414949093
started,bundle,org.python.pydev.refactoring,2.2.1.2011071313,"org.python.pydev.refactoring",1313414949213
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.v20110505-0800,"org.eclipse.ltk.core.refactoring",1313414949220
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1313414949224
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1313414949226
started,bundle,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui",1313414949259
error,log,,,"No message gotten (null message).",1313414949377
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1313414949414
started,bundle,org.python.pydev.jython,2.2.1.2011071313,"org.python.pydev.jython",1313414952760
started,bundle,com.python.pydev.codecompletion,2.2.1.2011071313,"com.python.pydev.codecompletion",1313414952881
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1313414953111
opened,editor,org.python.pydev,2.2.1.2011071313,"org.python.pydev.editor.PythonEditor",1313414953129
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.edit.text.openLocalFile",1313414953242
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1313414953376
started,bundle,org.eclipse.jdt.core,3.7.0.v_B61,"org.eclipse.jdt.core",1313414953665
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1313414953823
started,bundle,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui",1313414953839
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1313414953910
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1313414955366
activated,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1313414955378
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1313414955704
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1313414964759
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1313414964783
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1313415049927
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1313415062317
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1313415064743
activated,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1313415064750
activated,editor,org.python.pydev,2.2.1.2011071313,"org.python.pydev.editor.PythonEditor",1313415064894
activated,editor,org.python.pydev,2.2.1.2011071313,"org.python.pydev.editor.PythonEditor",1313415064894
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1313415064958
opened,view,org.python.pydev,2.2.1.2011071313,"org.python.pydev.navigator.view",1313415065089
activated,perspective,org.python.pydev,2.2.1.2011071313,"org.python.pydev.ui.PythonPerspective",1313415065115
activated,editor,org.python.pydev,2.2.1.2011071313,"org.python.pydev.editor.PythonEditor",1313415065126
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.perspectives.showPerspective",1313415065195
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.perspectives.showPerspective",1313415065195
activated,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1313415067639
activated,editor,org.python.pydev,2.2.1.2011071313,"org.python.pydev.editor.PythonEditor",1313415067677
started,bundle,org.eclipse.wst.server.core,1.1.302.v20110518,"org.eclipse.wst.server.core",1313415070242
started,bundle,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui",1313415070267
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1313415070397
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1313415071557
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1313415076316
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1313415079604
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1313415081885
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1313415082940
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1313415082964
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1313415085478
activated,editor,org.python.pydev,2.2.1.2011071313,"org.python.pydev.editor.PythonEditor",1313415086761
error,log,,,"No message gotten (null message).",1313415140084
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1313415140088
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1313415153378
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1313415155543
closed,editor,org.python.pydev,2.2.1.2011071313,"org.python.pydev.editor.PythonEditor",1313415155544
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1313415156715
activated,view,org.python.pydev,2.2.1.2011071313,"org.python.pydev.navigator.view",1313415191586
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1313415191696
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1313415194083
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1313415196076
opened,editor,org.python.pydev,2.2.1.2011071313,"org.python.pydev.editor.PythonEditor",1313415196161
activated,editor,org.python.pydev,2.2.1.2011071313,"org.python.pydev.editor.PythonEditor",1313415196284
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.edit.text.openLocalFile",1313415196292
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1313415283671
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1313415290032
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1313415296350
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1313415315116
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1313415315663
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1313415396889
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1313415411874
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1313415413245
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1313415415045
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1313415417081
activated,view,org.python.pydev,2.2.1.2011071313,"org.python.pydev.navigator.view",1313415559995
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1313415560093
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1313415562962
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1313415564827
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1313415564924
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk",1313415565288
stopped,bundle,org.eclipse.wst.xsl.jaxp.debug.ui,1.0.200.v201103081922,"org.eclipse.wst.xsl.jaxp.debug.ui",1313415565290
stopped,bundle,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui",1313415565291
stopped,bundle,com.python.pydev.codecompletion,2.2.1.2011071313,"com.python.pydev.codecompletion",1313415565291
stopped,bundle,com.python.pydev.refactoring,2.2.1.2011071313,"com.python.pydev.refactoring",1313415565291
stopped,bundle,org.python.pydev.mylyn,0.3,"org.python.pydev.mylyn",1313415565291
stopped,bundle,com.python.pydev.analysis,2.2.1.2011071313,"com.python.pydev.analysis",1313415565291
stopped,bundle,com.python.pydev.debug,2.2.1.2011071313,"com.python.pydev.debug",1313415565291
stopped,bundle,com.python.pydev.fastparser,2.2.1.2011071313,"com.python.pydev.fastparser",1313415565291
stopped,bundle,org.python.pydev.red_core,2.2.1.2011071313,"org.python.pydev.red_core",1313415565291
stopped,bundle,com.python.pydev,2.2.1.2011071313,"com.python.pydev",1313415565291
stopped,bundle,org.python.pydev.django,2.2.1.2011071313,"org.python.pydev.django",1313415565291
stopped,bundle,org.python.pydev.customizations,2.2.1.2011071313,"org.python.pydev.customizations",1313415565291
stopped,bundle,org.python.pydev.debug,2.2.1.2011071313,"org.python.pydev.debug",1313415565292
stopped,bundle,org.python.pydev.refactoring,2.2.1.2011071313,"org.python.pydev.refactoring",1313415565292
stopped,bundle,org.python.pydev,2.2.1.2011071313,"org.python.pydev",1313415565294
stopped,bundle,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui",1313415565305
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1313415565306
stopped,bundle,org.eclipse.wst.jsdt.web.ui,1.0.400.v201103080228,"org.eclipse.wst.jsdt.web.ui",1313415565306
stopped,bundle,org.eclipse.wst.web.ui,1.1.400.v201004141630,"org.eclipse.wst.web.ui",1313415565306
stopped,bundle,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.ui",1313415565306
stopped,bundle,org.eclipse.wst.css.ui,1.0.600.v201103022054,"org.eclipse.wst.css.ui",1313415565306
stopped,bundle,org.eclipse.wst.xsl.exslt.ui,1.0.0.v201006012005,"org.eclipse.wst.xsl.exslt.ui",1313415565306
stopped,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1313415565307
stopped,bundle,org.eclipse.wst.xml.xpath.ui,1.1.100.v201105030025,"org.eclipse.wst.xml.xpath.ui",1313415565308
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.404.v201105050216,"org.eclipse.wst.xsd.ui",1313415565308
stopped,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1313415565319
stopped,bundle,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui",1313415565319
stopped,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1313415565319
stopped,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.0.v201103232243,"org.eclipse.wst.jsdt.debug.rhino.ui",1313415565319
stopped,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.100.v201103232243,"org.eclipse.wst.jsdt.debug.ui",1313415565319
stopped,bundle,org.eclipse.wst.jsdt.support.firefox,1.0.400.v201008112000,"org.eclipse.wst.jsdt.support.firefox",1313415565319
stopped,bundle,org.eclipse.wst.jsdt.ui,1.1.100.v201105041953,"org.eclipse.wst.jsdt.ui",1313415565325
stopped,bundle,org.eclipse.wst.sse.ui,1.3.0.v201105101529,"org.eclipse.wst.sse.ui",1313415565325
stopped,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1313415565329
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1313415565329
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1313415565329
stopped,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1313415565330
stopped,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1313415565334
stopped,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1313415565334
stopped,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1313415565334
stopped,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1313415565334
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1313415565334
stopped,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1313415565334
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools",1313415565334
stopped,bundle,org.eclipse.wst.server.preview.adapter,1.1.0.v20090311b,"org.eclipse.wst.server.preview.adapter",1313415565334
stopped,bundle,org.eclipse.wst.server.http.ui,1.0.200.v20090113,"org.eclipse.wst.server.http.ui",1313415565334
stopped,bundle,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui",1313415565336
stopped,bundle,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui",1313415565341
stopped,bundle,org.python.pydev.jython,2.2.1.2011071313,"org.python.pydev.jython",1313415565341
stopped,bundle,org.python.pydev.parser,2.2.1.2011071313,"org.python.pydev.parser",1313415565341
stopped,bundle,org.python.pydev.core,2.2.1.2011071313,"org.python.pydev.core",1313415565341
stopped,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1313415565343
stopped,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1313415565344
activated,perspective,org.python.pydev,,"org.python.pydev.ui.PythonPerspective",1313438238478
started,bundle,org.eclipse.osgi,3.7.0.v20110613,"org.eclipse.osgi",1313438238479
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1313438238479
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1313438238479
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1313438238479
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1313438238479
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1313438238479
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1313438238479
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1313438238479
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1313438238479
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1313438238479
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1313438238479
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1313438238479
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1313438238479
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1313438238479
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1313438238479
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1313438238479
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1313438238479
started,bundle,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui",1313438238479
started,bundle,org.eclipse.epp.mpc.ui,1.1.0.I20110525-0742,"org.eclipse.epp.mpc.ui",1313438238479
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1313438238479
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1313438238479
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1313438238479
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1313438238479
started,bundle,org.eclipse.equinox.ds,1.3.0.v20110502,"org.eclipse.equinox.ds",1313438238479
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1313438238479
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1313438238479
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1313438238479
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1313438238479
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1313438238479
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1313438238479
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1313438238479
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1313438238479
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1313438238479
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1313438238479
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1313438238479
started,bundle,org.eclipse.equinox.preferences,3.4.0.v20110502,"org.eclipse.equinox.preferences",1313438238479
started,bundle,org.eclipse.equinox.registry,3.5.100.v20110502,"org.eclipse.equinox.registry",1313438238479
started,bundle,org.eclipse.equinox.security,1.1.0.v20110502,"org.eclipse.equinox.security",1313438238479
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1313438238479
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1313438238479
started,bundle,org.eclipse.jdt.core,3.7.0.v_B61,"org.eclipse.jdt.core",1313438238479
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1313438238479
